,Equipment,Sub equipment (if applicable),Down time issue,Machine/ process stop time,Machine/ process start time,Time taken (Duration),"Type (B/D, PM, SC, Process)",Attended by - department,Attended by - senior PM/ PC/ other,Issue,Temporary action taken
1456,trough ,trough ,A side trough supporting roller change ,19:40,20:12,0.53,B/D,Mechanical,,A-Side Trough Supporting Roller Jam,Roller Changed
1457,Core loader,Core loader,Core loader Ring change,14:18,14:35,0.28,B/D,Mechanical,,Core Loader Spring Broken,Core Ring Changing Work Done
1458,core loader ,core loader ,core loader prob,6:00,6:29,0.48,B/D,Mechanical,,,
1459,trough ,trough ,A side trough joint repair + Fly metal guard welding,8:40,8:55,0.25,B/D,Mechanical,,,
1460,trough ,trough ,B side trough tilting prob ,6:03,6:33,0.5,B/D,Mechanical,,,
1461,trough ,trough ,B side trough tilting prob ,6:40,7:13,0.55,B/D,Mechanical,,,
1462,Core loader,Core loader,Core loader allignment  prob,13:37,14:52,1.25,B/D,Mechanical,,Core Burst,Core Ring Changing and Alignment done
1463,Core ring ,Core ring ,Core ring change,12:20,12:40,0.33,B/D,Mechanical,,Core Burst,Core Loader changing work done
1464,Core loader/extractor,Core loader/extractor,Mould change delay due to core loader/Extractor centering ,18:40,19:20,0.67,B/D,Mechanical,,,
1465,Core ring ,Core ring ,Core ring centering due to core brust prob,19:51,21:00,1.15,B/D,Mechanical,,,
1466,Core loader,Core loader,core loader change,0:35,1:10,0.58,B/D,Mechanical,,Core Burst,Housing Changed and compression set at 16mm
1467,Uli unit,Uli unit,dry powder vibrator change,7:28,7:50,0.37,B/D,Mechanical,,Dry Powder Dropping Problem,V Bracket change and Lock Nut tightening done
1468,Mould,Mould,mould vibration,3:51,4:00,0.15,B/D,Mechanical,,Mould Vibration (Sleeve No. 10),Mould Change
1469,Mould ,Mould ,water leakage from spt side,11:52,11:59,0.12,B/D,Mechanical,,,
1470,Mould ,Mould ,water leakage from spt side,2:55,3:26,0.52,B/D,Mechanical,,,
1471,Core loader ,Core loader ,Core loader centering done,6:58,7:03,0.08,B/D,Mechanical,,,
1472,Core loader ,Core loader ,Core loader Ring change,7:30,7:39,0.15,B/D,Mechanical,,,
1473,Mould ,Mould ,Mould vibration ,4:00,4:20,0.33,B/D,Mechanical,,,
1474,Mould ,Mould ,mould change due to mould vibration ,4:40,6:45,2.08,B/D,Mechanical,,,
1475,Uli unit ,Uli unit ,chute uli pipe line bend ,0:42,0:47,0.08,B/D,Mechanical,,,
1476,Uli unit ,Uli unit ,chute uli pipe line bend ,0:55,1:22,0.45,B/D,Mechanical,,Chute Powder Pipe Line Bend,Pipe line height adjusted and centering done
1477,Core loader,Core loader,core loader change,2:00,2:05,0.08,B/D,Mechanical,,,
1478,Mould,Mould,mould rpm prob,1:57,2:07,0.17,B/D,Mechanical,,,
1479,Mould,Mould,Mould change due to moluld rotation prob,2:18,4:32,2.23,B/D,Mechanical,,,
1480,trough ,trough ,trough shifting prob ,7:35,8:24,0.82,B/D,Mechanical,,,
1481,Mould,Mould,water leakage from spt side ,20:05,20:15,0.17,B/D,Mechanical,,,
1482,trough ,trough ,B-side Trough Diabola cylinder eye bracket all bolt loose and trough supporting roller Jam,23:00,0:00,1,B/D,Mechanical,,B-side Trough Diabola cylinder eye bracket all bolt loose and trough supporting roller Jam,Roller Change and All bolts changed with new one due to thread damage
1483,Core loader,Core loader,Core loader allignment  prob,6:00,6:48,0.8,B/D,Mechanical,,,
1484,Core loader/extractor,Core loader/extractor,core loader/Extractor centering prob,15:38,15:47,0.15,B/D,Mechanical,,,
1485,Extractor ,Extractor ,Extractor jaw change,19:40,20:40,1,B/D,Mechanical,,Extractor Pipe Groove Damage due to which one Jaw height was more Compared to other ,Jaw with Holder changed
1486,Core loader,Core loader,core loader change,5:00,5:23,0.38,B/D,Mechanical,,Core Crack with Metal Spillage,Core Loader Unit Changed
1487,trough ,trough ,A side trough supporting roller prob,11:27,11:53,0.43,B/D,Mechanical,,,
1488,Extractor ,Extractor ,Extractor centering check,14:59,15:15,0.27,B/D,Mechanical,,,
1489,Extractor ,Extractor ,Extractor change,10:45,11:40,0.92,B/D,Mechanical,,,
1490,Mould,Mould,Mould change + hyd pump prob,6:08,9:13,3.08,B/D,Mechanical,,,
1491,Core loader,Core loader,core loader change,1:24,1:41,0.28,B/D,Mechanical,,Core Loader Socket Metal Fly ,Core Loader Changed with Centering
1492,Trough ,Trough ,both side trough centering done ,3:22,3:30,0.13,B/D,Mechanical,,,
1493,Core loader/Extractor,Core loader/Extractor,Core loader/Extractor centering done,8:50,9:05,0.25,B/D,Mechanical,,,
1494,Mould ,Mould ,Mould change due to mould rotation prob,22:39,23:35,0.93,B/D,Mechanical,,,
1495,Core loader/Extractor,Core loader/Extractor,Core loader/Extractor centering done,23:35,0:03,0.47,B/D,Mechanical,,,
1496,Core loader,Core loader,Core loader spring change,3:14,3:41,0.45,B/D,Mechanical,,Core Loader Spring Broken,Core Loader Changed and compression adjusted
1497,Core loader,Core loader,Core loader cylinder bearing change ,1:10,2:40,1.5,B/D,Mechanical,,,
1498,Mould ,Mould ,water leakage from spt side,0:00,0:30,0.5,B/D,Mechanical,,,
1499,Trough ,Trough ,A side trough supporting roller change ,22:42,23:00,0.3,B/D,Mechanical,,A-Side Trough Supporting Roller Jam,Roller Changed
1500,ccm,ccm,core brust prob ,0:15,0:55,0.67,B/D,Mechanical,,Core Metal Fly due to low compression (3mm),Compression Increased to 10mm. OK in trial
1501,Core loader,Core loader,Core loader housing change,9:05,11:30,2.42,B/D,Mechanical,,Core Loader Arm Heavy Vibration,Core Loader Unit Changed
1502,Trough ,Trough ,B side stud bolt not tight & stud bolt change ,2:00,2:25,0.42,B/D,Mechanical,,,
1503,Trough ,Trough ,A side trough supporting roller change ,22:28,22:49,0.35,B/D,Mechanical,,A-side trough supporting roller metal Jam,Roller changed
1504,extractor ,extractor ,extractor center out ,9:50,11:00,1.17,B/D,Mechanical,,Extractor vertical center out,Extractor Unit up by packing
1505,uli unit,uli unit,dry uli dropping prob ,22:40,23:10,0.5,B/D,Mechanical,,,
1506,Core loader,Core loader,Core loader prob,9:26,9:44,0.3,B/D,Mechanical,,Core Burst (1 Time),Core Loader centered and compression adjusted to 10mm
1507,extractor ,extractor ,extractor centering done ,6:00,6:45,0.75,B/D,Mechanical,,,
1508,Mould ,Mould ,Mould vibration and water leakage from spt side,14:55,15:55,1,B/D,Mechanical,,Mould Vibration as Socket Clamping 4 Bolts loose due to  thread slippage in Sl-3 DN800 (Dial 1.5mm) and spigot seal water leakage,4 stud changed (Dial 0.45mm) and spigot seal changed
1509,Core loader,Core loader,Core loader housing change,7:16,7:32,0.27,B/D,Mechanical,,,
1510,Core loader,Core loader,Core loader prob,8:06,9:44,1.63,B/D,Mechanical,,Core burst (2 Times),Core Loader with double spring changed with single spring one. Compression adjusted to 15mm and then OK in trial
1511,Core loader,Core loader,Core loader Ring change,11:30,11:37,0.12,B/D,Mechanical,,,
1512,Core loader,Core loader,Core loader centering prob,11:55,12:10,0.25,B/D,Mechanical,,,
1513,Core loader,Core loader,Core loader Ring change,6:00,6:30,0.5,B/D,Mechanical,,,
1514,Core loader,Core loader,Core loader centering prob,7:18,7:28,0.17,B/D,Mechanical,,,
1515,Cam roller,Cam roller,S/L Cam roller prob,6:00,7:28,1.47,B/D,Mechanical,,,
1516,Mould ,Mould ,water leakage from spt side,9:05,9:13,0.13,B/D,Mechanical,,,
1517,Mould ,Mould ,water leakage from spt side,13:42,14:22,0.67,B/D,Mechanical,,,
1518,seal ,seal ,spt seal change due to water leakage ,16:03,16:30,0.45,B/D,Mechanical,,Spigot Seal Water Leakage (DN 250) due to Metal contact,Seal Changed
1519,Trough ,Trough ,A side trough supporting roller change ,9:25,9:50,0.42,B/D,Mechanical,,,
1520,Core Ring ,Core Ring ,Core Ring spring broken,2:14,2:37,0.38,B/D,Mechanical,,Core Burst (1 Time) as Spring Broken,Core Loader Changed and center aligned
1521,Trough ,Trough ,trough centering done ,11:36,11:40,0.07,B/D,Mechanical,,,
1522,core loader ,core loader ,core loader change,2:40,2:55,0.25,B/D,Mechanical,,Core Loader Socket Metal Fly,Core Loader Spring Changed
1523,Core Ring ,Core Ring ,Core Ring change,16:15,16:30,0.25,B/D,Mechanical,,,
1524,Trough ,Trough ,trough centering done ,22:08,22:12,0.07,B/D,Mechanical,,,
1525,Core Ring ,Core Ring ,Core Ring change,7:31,8:00,0.48,B/D,Mechanical,,Core Burst,Core Loader Changed and Compression adjusted to 18mm
1526,Core loader,Core loader,Core loader centering out,9:00,9:38,0.63,B/D,Mechanical,,Core Burst,Core Loader centered and compression adjusted to 18mm
1527,Core loader,Core loader,Core loader prob,11:00,11:30,0.5,B/D,Mechanical,,Core Burst,Core loader recentered and face out cleared and compression adjusted to 17mm
1528,Core loader,Core loader,Core loader centering done ,19:56,20:06,0.17,B/D,Mechanical,,,
1529,Core loader,Core loader,Core loader housing change ,22:30,23:08,0.63,B/D,Mechanical,,Core Fly Out,New core ring and spring changed but after 4 cycles core fly repeated so old spring and core ring changing work done. OK in trial
1530,Core loader,Core loader,Core loader housing change ,23:18,0:08,0.83,B/D,Mechanical,,,
1531,Core loader,Core loader,Core loader centering done ,3:05,3:30,0.42,B/D,Mechanical,,,
1532,Trough ,Trough ,A side trough stopper broken ,8:52,9:25,0.55,B/D,Mechanical,,,
1533,Uli unit ,Uli unit ,dry uli dropping prob,20:35,20:45,0.17,B/D,Mechanical,,,
1534,DC motor ,DC motor ,DC motor rpm prob,1:35,1:45,0.17,B/D,Mechanical,,,
1535,Trough ,Trough ,A side trough supporting roller change ,12:42,13:18,0.6,B/D,Mechanical,,,
1536,Trough ,Trough ,A side trough stopper plate welding,16:55,17:10,0.25,B/D,Mechanical,,,
1537,Core loader,Core loader,Core loader centering done ,6:47,7:35,0.8,B/D,Mechanical,,Core Loader - Socket sand stick on pipe,Core loader housing change but problem didn't solve so again centering done then OK in trial
1538,Trough ,Trough ,A side trough supporting roller change ,17:32,17:48,0.27,B/D,Mechanical,,B-Side Trough Supporting Roller Metal Jam,Roller Changed
1539,Trough ,Trough ,B side trough supporting roller change ,20:51,21:07,0.27,B/D,Mechanical,,B-Side Trough Supporting Roller Metal Jam,Roller Changed
1540,extractor,extractor,extractor centering done ,9:42,10:42,1,B/D,Mechanical,,Extractor Center Out,Centering done  
1541,extractor,extractor,extractor change ,12:38,13:04,0.43,B/D,Mechanical,,Pipe Slippage,Extractor Change
1542,Core loader,Core loader,Core loader centering check,7:43,8:14,0.52,B/D,Mechanical,,Core Burst,Center Chack and compression set at 17mm
1543,Core loader,Core loader,m/c stop due to core brust prob ,10:40,11:30,0.83,B/D,Mechanical,,Core Burst,Houshing Change and centering done
1544,Core loader,Core loader,Core loader allignment due to core brust prob ,19:00,19:40,0.67,B/D,Mechanical,,Core crack after sleeve change,Core Loader Changed with Centering and compression set at 16mm
1545,Mould ,Mould ,mould rotation jam,2:31,3:40,1.15,B/D,Mechanical,,"Mould Rotation Jam (Sl-2 H/B-2), High motor current abnormal sound from head bearing before Jamming [V-Seal Clamp Plate Bolt Broken & Jammed Rotation]",H/B tried to rotate with Crane but failed so sleeve changed
1546,Mould ,Mould ,water leakage from spt side,7:30,10:15,2.75,B/D,Mechanical,,,
1547,Core loader,Core loader,Core loader centering done ,14:40,14:54,0.23,B/D,Mechanical,,,
1548,Trough ,Trough ,B side trough supporting roller change ,21:02,21:08,0.1,B/D,Mechanical,,,
1549,Uli unit ,Uli unit ,dry uli dropping prob,20:42,21:03,0.35,B/D,Mechanical,,ULI - Vibrator Base Broken,Same Base fixing and welding done
1550,Trough ,Trough ,A side trough centering done,7:30,7:38,0.13,B/D,Mechanical,,A-Side Trough Center Out as Trough Shifting Cylinder Back side Bracket Screw Bolt Nut loose,So Trough Centering and Lock Nut tight with additonal plate welding locking done
1551,extractor,extractor,extractor centering done ,7:35,8:30,0.92,B/D,Mechanical,,Extractor Center Out,Bogie Shifting By crane but problem didn't solve so Extractor again centered from Base and then OK in trial
1552,Trough ,Trough ,Trough tilting prob ,14:45,15:47,1.03,B/D,Mechanical,,,
1553,Core loader,Core loader,Core loader spring broken,21:03,21:26,0.38,B/D,Mechanical,,Core Loader Spring Broken,DN250 Core Loader Changing work done
1554,Core loader/extractor,Core loader/extractor,Core loader/extractor allignment,6:00,6:40,0.67,B/D,Mechanical,,,
1555,Mould,Mould,water leakage from spt side ,8:18,9:10,0.87,B/D,Mechanical,,Spigot Seal Water Leakage due to Metal contact,Seal Change
1556,Mould,Mould,water leakage from spt side ,23:50,0:07,0.28,B/D,Mechanical,,,
1557,Mould,Mould,water leakage from spt side ,0:32,1:24,0.87,B/D,Mechanical,,Water leakage from spigot mould seal as metal got inside and damaged seal,Spigot Mould Seal Changed and area cleaned
1558,CCM,CCM,spt side stady roller brocken (found when sleave open out),11:50,14:30,2.67,B/D,Mechanical,,Sleeve inseat due to spigot steady bracket bolt broken,Braket Positioning with welding
1559,Trough ,Trough ,B-side Trough Tilting Cylinder Gland Flange Open Out and heavy Oil Leakage due to which all pump trip cause of Low Oil Level,15:40,18:07,2.45,B/D,Mechanical,,B-side Trough Tilting Cylinder Gland Flange Open Out and heavy Oil Leakage due to which all pump trip cause of Low Oil Level,Cylinder Change and 180 L Oil Top up. OK in trial
1560,flag gate,flag gate,Skt side flag gate movement prob ,23:08,23:15,0.12,B/D,Mechanical,,,
1561,Extractor,Extractor,Extractor hyd cylinder prob,10:11,10:42,0.52,B/D,Mechanical,,,
1562,Trough ,Trough ,A side trough suproting  roller change,14:44,15:15,0.52,B/D,Mechanical,,A-Side Trough Suppoting Roller Jam,Roller Changing work done
1563,Mould,Mould,water leakage from spt side ,22:20,22:45,0.42,B/D,Mechanical,,,
1564,Core loader,Core loader,Core loader centaring,1:20,1:25,0.08,B/D,Mechanical,,,
1565,Mould ,Mould ,water leakage from spt side,23:50,23:55,0.08,B/D,Mechanical,,,
1566,Mould ,Mould ,spt side mould sleeve bolt welding ,10:15,10:50,0.58,B/D,Mechanical,,,
1567,Mould ,Mould ,Mould change due to mould rotation prob,14:15,16:09,1.9,B/D,Mechanical,,Mould Vibration - Pipe Drawn,Sleeve Changed
1568,Mould ,Mould ,water leakage from spt side,4:15,4:25,0.17,B/D,Mechanical,,,
1569,Mould ,Mould ,water leakage from spt side,4:38,4:49,0.18,B/D,Mechanical,,,
1570,Core loader,Core loader,Core loader centering,23:55,0:05,0.17,B/D,Mechanical,,,
1571,Core Ring ,Core Ring ,Core Ring change,0:30,0:40,0.17,B/D,Mechanical,,,
1572,Uli unit ,Uli unit ,dry uli dropping prob,20:27,21:15,0.8,B/D,Mechanical,,ULI Dropping Problem,Vibrator Changed two times and check nut adjusted then OK in trial
1573,Uli unit ,Uli unit ,dry uli dropping prob,3:55,4:10,0.25,B/D,Mechanical,,,
1574,Uli unit ,Uli unit ,dry uli dropping prob,4:35,5:02,0.45,B/D,Mechanical,,,
1575,Mould ,Mould ,mould rotation prob,2:11,4:22,2.18,B/D,Mechanical,,Mould Rotation Stopped during Casting due to spigot bottom A-Side Roller Jam,Roller Changed and dial set at 0.45mm. Flag Gate Spring changed as it was damaged
1576,Uli unit ,Uli unit ,dry uli dropping prob,7:16,8:30,1.23,B/D,Mechanical,,Dry Powder discontinuous Flow,Screw Rod Lock Nut Adjusted and Vibrator Regulator Changed as it was not adjusting
1577,Core loader,Core loader,Core loader centering done ,1:30,2:00,0.5,B/D,Mechanical,,,
1578,Mould ,Mould ,water leakage from spt side,10:05,10:12,0.12,B/D,Mechanical,,,
1579,Mould ,Mould ,water leakage from spt side,10:42,10:48,0.1,B/D,Mechanical,,,
1580,Mould ,Mould ,water leakage from spt side,11:19,11:56,0.62,B/D,Mechanical,,Water Leakage from spigot side as metal got inside and damaged seal,Seal Changed
1581,CCM,CCM,Under mechanical,22:05,23:48,1.72,B/D,Mechanical,,Core Loader - Sand Stick on Pipe Face,Core Loader Changed and Aligned. Compression 15mm
1582,Dial gauge ,Dial gauge ,Dial gauge checking ,7:08,7:47,0.65,B/D,Mechanical,,Pipe Thickness Variation as Socket Mould Clamping Plate 5 Studs Slipped,Studs Changed and tightened
1583,Core loader,Core loader,Core loader center out,22:30,22:50,0.33,B/D,Mechanical,,,
1584,Core loader,Core loader,Core loader centering,0:26,0:45,0.32,B/D,Mechanical,,,
1585,metal,metal,metal guard welding,1:55,2:03,0.13,B/D,Mechanical,,,
1586,Mould ,Mould ,Mould change delay due to o ring cut in skt side,3:40,4:55,1.25,B/D,Mechanical,,,
1587,Core loader,Core loader,Core loader change,15:28,15:45,0.28,B/D,Mechanical,,Sand Stick on Pipe Face,Core Loader Changed and Aligned. Compression 12mm
1588,Mould ,Mould ,water leakage from spt side,10:45,11:30,0.75,B/D,Mechanical,,Water Leakage from Spigot side due to metal pouring,Seal Change 
1589,Mould ,Mould ,pressing roller  prob,9:00,9:15,0.25,B/D,Mechanical,,,
1590,Core loader,Core loader,Core loader centering done ,15:40,16:00,0.33,B/D,Mechanical,,,
1591,Core loader,Core loader,Core loader prob,13:00,14:38,1.63,B/D,Mechanical,,Core Loader Swinging Arm Bearing Play,Swinging Arm Unit Change
1592,Core loader,Core loader,Core loader allignment due to core brust prob ,10:58,11:20,0.37,B/D,Mechanical,,Core Loader Swing Arm Damage,Core Loader Arm Changed
1593,Uli unit ,Uli unit ,Chute uli dropping prob,22:08,22:15,0.12,B/D,Mechanical,,,
1594,PTT,PTT,PTT rope open out ,11:20,11:50,0.5,B/D,Mechanical,,,
1595,seal,seal,water leakage from spt side,9:22,10:10,0.8,B/D,Mechanical,,Water Leakage from Spigot Mould Seal,Seal Changing work Done
1596,Diabola,Diabola,Diabola rail out & diabola wheel damage ,11:54,12:35,0.68,B/D,Mechanical,,Diabola Trolley B-Side V roller bearing damage,Roller changed
1597,Cylinder ,Cylinder ,F/l cylinder oil leakage ,1:37,1:57,0.33,B/D,Mechanical,,,
1598,Core loader,Core loader,Core loader in&out prob ,15:08,15:50,0.7,B/D,Mechanical,,,
1599,MTC,MTC,MTC & S/l internal leakage ,19:55,20:28,0.55,B/D,Mechanical,,,
1600,Mould ,Mould ,water leakage from spt side,18:45,18:52,0.12,B/D,Mechanical,,,
1601,Extractor,Extractor,Extractor not clossing & back stopper broken,7:40,9:35,1.92,B/D,Mechanical,,Extractor Stopper got out from hinge and plate got bend due to Extractor getting back in Jaw Open Position had impact with Stopper Plate,Plate made strainght and stopper height decreased by 10mm. OK in trial
1602,Diabola,Diabola,Diabola derail,3:26,3:56,0.5,B/D,Mechanical,,Diabola Trolley A-Side V-Wheel Derailed due to Jamming,V-Wheel Changed after putting the trolley back on track
1603,metal chute ,metal chute ,spt side metal chute broken,4:31,4:53,0.37,B/D,Mechanical,,,
1604,Core loader,Core loader,Core loader spring broken ,10:05,10:18,0.22,B/D,Mechanical,,,
1605,PTT,PTT,PTT limit prob,10:44,11:16,0.53,B/D,Mechanical,,,
1606,Trough ,Trough ,A side tilting hose damage ,4:50,5:28,0.63,B/D,Mechanical,,A-Side Trough Tilting Hose Burst,Hose Changed
1607,Mould ,Mould ,water leakage from spt side,21:06,21:15,0.15,B/D,Mechanical,,,
1608,Mould ,Mould ,water leakage from skt side,10:55,11:30,0.58,B/D,Mechanical,,A-Side Socket Roller Adjusting Lock Nut Hugw Water Leakage due to Lock Nut Welding Joint Broken,Didn't arrest by Sacking so water drained and rewelded
